Devices
800
,,Bertec Force Plate #1 - Force,,,Bertec Force Plate #1 - Moment,,,Bertec Force Plate #1 - CoP,,,Bertec Force Plate #2 - Force,,,Bertec Force Plate #2 - Moment,,,Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1,0,14.4128,5.61402,62.8467,-12255.2,-723.388,-3831.12,-193.49,104.998,1.73802e-06,0.311196,1.23291,572.351,-32791.6,-29554.9,612.114,256.638,242.707,7.79709e-06
1,1,14.4128,6.22437,63.457,-12438.4,-967.529,-3922.67,-189.753,103.988,2.30223e-06,-0.299154,-0.292973,565.027,-32242.3,-29921.2,703.667,257.955,242.937,7.99603e-06
2,0,15.0232,4.69849,62.2363,-12987.7,-845.458,-3831.12,-191.415,91.3169,2.05122e-06,0.311197,0.317379,568.079,-32608.5,-29677,429.009,257.241,242.599,7.88818e-06
2,1,11.3611,5.91919,62.8467,-12438.4,-967.529,-4105.78,-189.605,102.084,2.32459e-06,-1.21468,-0.903324,568.689,-32425.4,-29677,703.667,257.185,242.982,7.87971e-06
3,0,12.5818,8.97095,61.626,-12621.5,-845.458,-3922.67,-191.281,95.1926,2.07154e-06,0.00602054,0.622555,570.52,-32425.4,-29188.7,703.667,256.162,243.165,7.72519e-06
3,1,14.1077,7.1399,64.0674,-11705.9,-235.107,-3739.56,-201.33,117.287,5.54106e-07,-2.13021,0.92773,569.91,-32425.4,-29677,703.667,257.073,243.104,7.86283e-06
4,0,15.3284,5.30884,59.7949,-11339.7,131.104,-3831.12,-207.193,110.356,-3.31068e-07,-0.909506,0.0122031,567.468,-32425.4,-29554.9,429.009,257.082,242.86,7.86418e-06
4,1,11.6662,4.69849,59.7949,-12255.2,-113.036,-3831.12,-203.11,95.0453,2.85443e-07,-0.299155,-0.292973,566.858,-32425.4,-29677,62.7976,257.354,242.798,7.90516e-06
5,0,13.8025,5.91919,62.2363,-11705.9,-113.036,-4014.22,-203.184,111.912,2.74245e-07,0.311197,1.23291,568.079,-32608.5,-29310.8,520.561,256.596,242.599,7.79084e-06
5,1,14.4128,5.61402,62.8467,-12804.6,-967.529,-3556.46,-189.605,96.2571,2.32459e-06,-1.51986,-0.292973,567.468,-32608.5,-29432.9,520.561,256.867,242.537,7.8317e-06
6,0,14.1077,7.1399,62.8467,-11889,-1089.6,-3922.67,-187.663,110.825,2.61788e-06,-0.299154,0.622555,564.416,-32608.5,-29432.9,337.456,257.147,242.226,7.87404e-06
6,1,14.718,4.69849,64.6777,-13537,-1089.6,-3648.01,-188.153,90.701,2.54376e-06,0.00602081,-0.598148,568.689,-32425.4,-29188.7,429.009,256.326,242.982,7.75006e-06
7,0,12.5818,6.22437,61.626,-12987.7,-357.177,-3739.57,-199.204,89.2501,8.75154e-07,-1.51986,0.622555,566.247,-32791.6,-29432.9,795.219,256.979,242.09,7.84858e-06
7,1,13.1921,5.00367,62.8467,-13170.8,-1455.81,-3922.67,-181.836,90.4301,3.49774e-06,-0.299155,0.0122031,565.637,-32425.4,-29432.9,612.114,257.035,242.675,7.85705e-06
8,0,14.4128,7.44507,60.4053,-12804.6,-479.247,-3007.14,-197.066,88.0224,1.19798e-06,-0.299154,-0.292973,565.027,-32242.3,-29921.2,429.009,257.955,242.937,7.99603e-06
8,1,15.3284,7.44507,62.8467,-13720.1,-1822.02,-3648.01,-176.008,81.6895,4.3776e-06,-0.909506,0.0122031,568.079,-32608.5,-29432.9,429.009,256.811,242.599,7.82328e-06
9,0,14.1077,4.08814,64.0674,-12621.5,-601.318,-3648.01,-195.614,102.997,1.4172e-06,-1.51986,-1.51368,567.468,-32425.4,-29554.9,245.903,257.082,242.86,7.86418e-06
9,1,12.5818,5.61402,62.2363,-11889,-479.247,-3648.01,-197.3,108.97,1.16273e-06,-1.21468,-0.292973,571.741,-32791.6,-29554.9,245.903,256.693,242.646,7.80541e-06
10,0,13.4973,3.78296,63.457,-12987.7,-479.247,-3922.67,-197.448,95.3313,1.14037e-06,-1.21468,-2.4292,565.027,-32608.5,-29432.9,337.456,257.091,242.289,7.86554e-06
10,1,13.1921,6.83472,61.626,-12987.7,-601.318,-3831.12,-195.242,89.2501,1.47335e-06,-0.909506,-0.903324,563.196,-32791.6,-29921.2,337.456,258.127,241.776,8.02202e-06
11,0,14.4128,5.30884,63.457,-12255.2,-1333.74,-3831.12,-183.982,106.873,3.17363e-06,0.921549,-0.292973,563.196,-32608.5,-29432.9,520.561,257.26,242.101,7.89111e-06
11,1,14.4128,4.08814,61.626,-12255.2,-845.458,-3922.67,-191.281,101.135,2.07154e-06,-0.909506,-0.903324,564.416,-32608.5,-29554.9,245.903,257.364,242.226,7.9067e-06
12,0,14.1077,7.44507,59.7949,-11522.8,-479.247,-4014.22,-196.985,107.294,1.21021e-06,-1.21468,-0.292973,566.247,-32791.6,-29432.9,429.009,256.979,242.09,7.84858e-06
12,1,13.4973,4.69849,63.457,-14086.3,9.03388,-3922.67,-205.142,78.0183,-2.14961e-08,-1.21468,0.622555,566.247,-31876.1,-29432.9,337.456,256.979,243.706,7.84858e-06
13,0,13.8025,2.86744,63.457,-12621.5,-357.177,-3922.67,-199.371,101.102,8.49902e-07,-2.43539,-0.292973,566.247,-32608.5,-29554.9,612.114,257.194,242.413,7.88113e-06
13,1,14.1077,6.22437,64.0674,-12804.6,-479.247,-3831.12,-197.52,100.139,1.1295e-06,-1.51986,-0.598148,563.196,-32425.4,-29188.7,154.35,256.827,242.426,7.82566e-06
14,0,13.1921,6.22437,63.457,-12072.1,-967.529,-3831.12,-189.753,109.759,2.30223e-06,-1.82503,-0.598148,566.858,-32242.3,-29799.1,-28.7551,257.569,243.121,7.93768e-06
14,1,14.4128,7.1399,62.8467,-12621.5,-1455.81,-3922.67,-181.836,99.1706,3.49774e-06,-1.51986,0.317379,566.858,-32791.6,-29188.7,154.35,256.492,242.152,7.7751e-06
15,0,14.4128,4.69849,62.2363,-13170.8,-723.388,-3648.01,-193.377,88.3748,1.75506e-06,-0.909506,-0.292973,566.247,-32059.2,-29432.9,703.667,256.979,243.383,7.84858e-06
15,1,12.5818,9.27613,61.0156,-12621.5,-479.247,-4288.88,-197.146,93.1438,1.186e-06,-2.13021,0.0122031,566.858,-32242.3,-29310.8,337.456,256.707,243.121,7.80761e-06
16,0,14.4128,6.22437,61.626,-13353.9,-845.458,-3648.01,-191.281,83.3076,2.07154e-06,-1.82503,-0.903324,566.247,-32242.3,-29310.8,-28.7551,256.763,243.06,7.81603e-06
16,1,13.8025,5.91919,60.4053,-11889,-113.036,-3739.57,-203.129,103.179,2.82559e-07,-1.82503,0.0122031,566.858,-32791.6,-29310.8,429.009,256.707,242.152,7.80761e-06
17,0,13.1921,5.30884,61.626,-12804.6,-357.177,-4197.33,-199.204,92.2213,8.75154e-07,-1.51986,0.317379,568.079,-32608.5,-29310.8,520.561,256.596,242.599,7.79084e-06
17,1,15.0232,6.22437,62.2363,-13720.1,-601.318,-3922.67,-195.338,79.5485,1.4589e-06,-0.909506,0.0122031,567.468,-32242.3,-29432.9,703.667,256.867,243.182,7.8317e-06
18,0,14.718,4.69849,62.2363,-12438.4,-479.247,-3648.01,-197.3,100.143,1.16273e-06,-1.51986,-0.903324,563.806,-32425.4,-29310.8,337.456,256.987,242.488,7.84988e-06
18,1,14.4128,3.78296,62.2363,-13353.9,-845.458,-3556.46,-191.415,85.4327,2.05122e-06,-2.13021,-1.2085,569.91,-32242.3,-29188.7,62.7977,256.216,243.426,7.73346e-06
19,0,15.0232,7.44507,64.6777,-13170.8,-1089.6,-3831.12,-188.153,96.3631,2.54376e-06,-3.35091,-0.598148,568.689,-32242.3,-29188.7,62.7977,256.326,243.304,7.75006e-06
19,1,12.5818,5.30884,60.4053,-12621.5,-1211.67,-3922.67,-184.941,91.0537,3.02882e-06,-2.43539,-0.598148,567.468,-32791.6,-29554.9,154.35,257.082,242.214,7.86418e-06
