Devices
800
,,Bertec Force Plate #1 - Force,,,Bertec Force Plate #1 - Moment,,,Bertec Force Plate #1 - CoP,,,Bertec Force Plate #2 - Force,,,Bertec Force Plate #2 - Moment,,,Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1,0,15.3284,6.83472,62.8467,-12804.6,-235.107,-4014.22,-201.259,96.2571,5.64869e-07,0,0,0,0,0,0,205,300,0
1,1,14.4128,5.91919,62.8467,-13170.8,-845.458,-3922.67,-191.547,90.4301,2.0313e-06,0,0,0,0,0,0,205,300,0
2,0,15.3284,5.91919,62.8467,-12804.6,741.456,-3922.67,-216.798,96.2571,-1.78143e-06,0,0,0,0,0,0,205,300,0
2,1,12.5818,5.91919,62.2363,-12804.6,-723.388,-3648.01,-193.377,94.259,1.75506e-06,0,0,0,0,0,0,205,300,0
3,0,14.1077,6.52954,61.626,-13720.1,-601.318,-3739.57,-195.242,77.3651,1.47335e-06,0,0,0,0,0,0,205,300,0
3,1,12.8869,5.61402,61.0156,-12804.6,-967.529,-3922.67,-189.143,90.1429,2.39435e-06,0,0,0,0,0,0,205,300,0
4,0,14.4128,7.44507,63.457,-11889,-601.318,-3739.57,-195.524,112.644,1.43083e-06,0,0,0,0,0,0,205,300,0
4,1,12.2766,7.1399,64.0674,-13170.8,-601.318,-3922.67,-195.614,94.4231,1.4172e-06,0,0,0,0,0,0,205,300,0
5,0,12.5818,4.69849,62.2363,-12438.4,-845.458,-3922.67,-191.415,100.143,2.05122e-06,0,0,0,0,0,0,205,300,0
5,1,15.0232,5.00367,63.457,-12621.5,-601.318,-3556.46,-195.524,101.102,1.43083e-06,0,0,0,0,0,0,205,300,0
6,0,15.0232,5.91919,61.626,-12621.5,-845.458,-3922.67,-191.281,95.1926,2.07154e-06,0,0,0,0,0,0,205,300,0
6,1,14.1077,4.08814,63.457,-12987.7,-723.388,-3739.57,-193.6,95.3313,1.7213e-06,0,0,0,0,0,0,205,300,0
7,0,13.8025,4.69849,61.0156,-12072.1,-845.458,-3831.12,-191.144,102.147,2.09226e-06,0,0,0,0,0,0,205,300,0
7,1,13.4973,5.30884,62.2363,-12987.7,-723.388,-3739.57,-193.377,91.3169,1.75506e-06,0,0,0,0,0,0,205,300,0
8,0,15.0232,4.39331,59.7949,-10790.4,-967.529,-3922.67,-188.819,119.543,2.44323e-06,0,0,0,0,0,0,205,300,0
8,1,12.8869,5.91919,64.0674,-13353.9,-723.388,-3739.57,-193.709,91.5651,1.7049e-06,0,0,0,0,0,0,205,300,0
9,0,13.8025,6.22437,62.2363,-12621.5,-967.529,-3922.67,-189.454,97.2011,2.34739e-06,0,0,0,0,0,0,205,300,0
9,1,13.8025,5.00367,65.2881,-12804.6,-479.247,-4197.33,-197.66,103.876,1.10839e-06,0,0,0,0,0,0,205,300,0
10,0,14.1077,4.69849,61.626,-12987.7,-845.458,-3922.67,-191.281,89.2501,2.07154e-06,0,0,0,0,0,0,205,300,0
10,1,14.1077,6.22437,62.2363,-11522.8,-479.247,-3922.67,-197.3,114.854,1.16273e-06,0,0,0,0,0,0,205,300,0
11,0,13.8025,7.1399,62.8467,-10973.5,-479.247,-3648.01,-197.374,125.392,1.15144e-06,0,0,0,0,0,0,205,300,0
11,1,12.5818,4.08814,62.8467,-12621.5,-357.177,-3831.12,-199.317,99.1706,8.58156e-07,0,0,0,0,0,0,205,300,0
12,0,14.718,2.86744,59.1846,-12804.6,-479.247,-3831.12,-196.902,83.6503,1.22269e-06,0,0,0,0,0,0,205,300,0
12,1,14.718,6.83472,61.0156,-11889,131.104,-3739.57,-207.149,105.148,-3.24444e-07,0,0,0,0,0,0,205,300,0
13,0,14.4128,6.52954,62.8467,-12438.4,-845.458,-3831.12,-191.547,102.084,2.0313e-06,0,0,0,0,0,0,205,300,0
13,1,13.1921,6.22437,59.1846,-13720.1,-479.247,-3739.57,-196.902,68.1813,1.22269e-06,0,0,0,0,0,0,205,300,0
14,0,13.4973,4.69849,64.0674,-12987.7,-1211.67,-3922.67,-186.088,97.2811,2.8557e-06,0,0,0,0,0,0,205,300,0
14,1,14.4128,5.30884,59.1846,-13170.8,-601.318,-3831.12,-194.84,77.4627,1.53412e-06,0,0,0,0,0,0,205,300,0
15,0,13.8025,5.61402,64.6777,-12987.7,131.104,-4197.33,-207.027,99.1941,-3.06074e-07,0,0,0,0,0,0,205,300,0
15,1,11.9714,6.22437,64.0674,-12987.7,-845.458,-3922.67,-191.804,97.2811,1.9926e-06,0,0,0,0,0,0,205,300,0
16,0,14.718,6.52954,61.0156,-12804.6,-479.247,-4014.22,-197.146,90.1429,1.186e-06,0,0,0,0,0,0,205,300,0
16,1,12.5818,7.1399,62.2363,-12804.6,-601.318,-4105.78,-195.338,94.259,1.4589e-06,0,0,0,0,0,0,205,300,0
17,0,14.4128,6.52954,61.0156,-12804.6,-723.388,-4105.78,-193.144,90.1429,1.79017e-06,0,0,0,0,0,0,205,300,0
17,1,14.4128,4.69849,63.457,-12255.2,-479.247,-3922.67,-197.448,106.873,1.14037e-06,0,0,0,0,0,0,205,300,0
18,0,14.1077,4.69849,61.0156,-11522.8,-479.247,-3739.56,-197.146,111.15,1.186e-06,0,0,0,0,0,0,205,300,0
18,1,17.1594,6.52954,63.457,-12804.6,-845.458,-3922.67,-191.677,98.2168,2.01177e-06,0,0,0,0,0,0,205,300,0
19,0,15.3284,6.22437,60.4053,-13720.1,-967.529,-3739.57,-188.983,72.866,2.41854e-06,0,0,0,0,0,0,205,300,0
19,1,13.4973,5.91919,64.0674,-13170.8,-845.458,-3739.57,-191.804,94.4231,1.9926e-06,0,0,0,0,0,0,205,300,0
20,0,13.4973,5.61402,64.6777,-12255.2,497.315,-3922.67,-212.689,110.518,-1.16103e-06,0,0,0,0,0,0,205,300,0
20,1,14.718,3.78296,62.8467,-12804.6,-479.247,-4105.78,-197.374,96.2571,1.15144e-06,0,0,0,0,0,0,205,300,0
21,0,14.1077,6.52954,64.6777,-12072.1,-601.318,-3831.12,-195.703,113.349,1.40383e-06,0,0,0,0,0,0,205,300,0
21,1,12.2766,4.08814,68.9502,-12987.7,-479.247,-3922.67,-198.049,111.637,1.04952e-06,0,0,0,0,0,0,205,300,0
22,0,14.4128,6.22437,60.4053,-11889,-601.318,-3739.57,-195.045,103.179,1.50312e-06,0,0,0,0,0,0,205,300,0
22,1,17.1594,5.00367,64.0674,-13170.8,-479.247,-3922.67,-197.52,94.4231,1.1295e-06,0,0,0,0,0,0,205,300,0
23,0,15.3284,7.1399,63.457,-12621.5,-845.458,-3648.01,-191.677,101.102,2.01177e-06,0,0,0,0,0,0,205,300,0
23,1,14.4128,5.61402,62.8467,-12987.7,-845.458,-4197.33,-191.547,93.3436,2.0313e-06,0,0,0,0,0,0,205,300,0
24,0,15.0232,5.00367,62.8467,-13170.8,-479.247,-3831.12,-197.374,90.4301,1.15144e-06,0,0,0,0,0,0,205,300,0
24,1,13.4973,2.56226,64.0674,-12621.5,-845.458,-4014.22,-191.804,102.997,1.9926e-06,0,0,0,0,0,0,205,300,0
25,0,12.8869,5.30884,62.8467,-13170.8,-723.388,-3831.12,-193.49,90.4301,1.73802e-06,0,0,0,0,0,0,205,300,0
25,1,14.1077,5.61402,61.0156,-12804.6,-357.177,-3739.57,-199.146,90.1429,8.83909e-07,0,0,0,0,0,0,205,300,0
26,0,13.1921,4.69849,65.8984,-12804.6,-357.177,-3922.67,-199.58,105.692,8.18415e-07,0,0,0,0,0,0,205,300,0
26,1,12.8869,5.00367,61.626,-12804.6,-845.458,-3739.57,-191.281,92.2213,2.07154e-06,0,0,0,0,0,0,205,300,0
27,0,14.1077,6.22437,62.2363,-13170.8,-235.107,-4014.22,-201.222,88.3748,5.70409e-07,0,0,0,0,0,0,205,300,0
27,1,15.6335,6.83472,65.8984,-12804.6,-357.177,-4105.78,-199.58,105.692,8.18415e-07,0,0,0,0,0,0,205,300,0
28,0,13.4973,5.91919,64.0674,-12255.2,131.104,-3739.57,-207.046,108.713,-3.0899e-07,0,0,0,0,0,0,205,300,0
28,1,14.1077,5.61402,65.2881,-13353.9,-1211.67,-3739.57,-186.441,95.4622,2.8023e-06,0,0,0,0,0,0,205,300,0
29,0,14.4128,6.83472,61.0156,-12438.4,131.104,-3922.67,-207.149,96.1448,-3.24444e-07,0,0,0,0,0,0,205,300,0
29,1,14.4128,5.91919,64.6777,-12255.2,-357.177,-3739.57,-199.478,110.518,8.33861e-07,0,0,0,0,0,0,205,300,0
30,0,13.8025,6.83472,64.6777,-12987.7,-479.247,-3739.57,-197.59,99.1941,1.11884e-06,0,0,0,0,0,0,205,300,0
30,1,10.1404,5.61402,64.0674,-12621.5,-845.458,-3739.57,-191.804,102.997,1.9926e-06,0,0,0,0,0,0,205,300,0
31,0,14.4128,4.69849,64.6777,-12621.5,-1089.6,-4105.78,-188.153,104.856,2.54376e-06,0,0,0,0,0,0,205,300,0
