Devices
800
,,Bertec Force Plate #1 - Force,,,Bertec Force Plate #1 - Moment,,,Bertec Force Plate #1 - CoP,,,Bertec Force Plate #2 - Force,,,Bertec Force Plate #2 - Moment,,,Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1,0,14.718,6.52954,64.6777,-12804.6,-723.388,-3922.67,-193.816,102.025,1.68881e-06,0,0,0,0,0,0,205,300,0
1,1,14.718,6.52954,64.6777,-12804.6,-357.177,-3739.57,-199.478,102.025,8.33861e-07,0,0,0,0,0,0,205,300,0
2,0,14.1077,5.61402,69.5605,-12438.4,-845.458,-3831.12,-192.846,121.187,1.83525e-06,0,0,0,0,0,0,205,300,0
2,1,17.4646,6.22437,66.5088,-12621.5,9.03388,-3922.67,-205.136,110.229,-2.05097e-08,0,0,0,0,0,0,205,300,0
3,0,13.1921,6.52954,69.5605,-12987.7,-967.529,-3922.67,-191.091,113.29,2.10022e-06,0,0,0,0,0,0,205,300,0
3,1,14.1077,7.44507,62.2363,-12987.7,-113.036,-3739.57,-203.184,91.3169,2.74245e-07,0,0,0,0,0,0,205,300,0
4,0,13.4973,6.52954,71.3916,-12255.2,-845.458,-3922.67,-193.157,128.338,1.78817e-06,0,0,0,0,0,0,205,300,0
4,1,12.2766,6.52954,65.8984,-11522.8,-479.247,-3739.56,-197.727,125.143,1.09812e-06,0,0,0,0,0,0,205,300,0
5,0,14.1077,7.1399,66.5088,-11705.9,-357.177,-3831.12,-199.63,123.994,8.10904e-07,0,0,0,0,0,0,205,300,0
5,1,12.8869,5.91919,66.5088,-12987.7,-601.318,-3922.67,-195.959,104.723,1.36518e-06,0,0,0,0,0,0,205,300,0
6,0,12.8869,7.44507,68.9502,-13353.9,-1211.67,-3831.12,-187.427,106.326,2.65347e-06,0,0,0,0,0,0,205,300,0
6,1,12.8869,3.17261,67.7295,-12987.7,-235.107,-3831.12,-201.529,108.242,5.24146e-07,0,0,0,0,0,0,205,300,0
7,0,12.5818,7.75025,68.9502,-13720.1,-845.458,-3556.46,-192.738,101.014,1.85149e-06,0,0,0,0,0,0,205,300,0
7,1,12.2766,6.83472,62.8467,-12621.5,-1089.6,-3922.67,-187.663,99.1706,2.61788e-06,0,0,0,0,0,0,205,300,0
8,0,15.6335,6.83472,65.8984,-12438.4,-479.247,-3739.57,-197.727,111.25,1.09812e-06,0,0,0,0,0,0,205,300,0
8,1,12.8869,5.00367,67.7295,-12804.6,-479.247,-4197.33,-197.924,110.946,1.06843e-06,0,0,0,0,0,0,205,300,0
9,0,14.4128,8.66578,65.2881,-12255.2,-235.107,-4014.22,-201.399,112.29,5.43746e-07,0,0,0,0,0,0,205,300,0
9,1,15.0232,5.61402,64.0674,-12804.6,-601.318,-4105.78,-195.614,100.139,1.4172e-06,0,0,0,0,0,0,205,300,0
10,0,16.2439,5.00367,65.2881,-12621.5,-479.247,-3922.67,-197.66,106.681,1.10839e-06,0,0,0,0,0,0,205,300,0
10,1,15.6335,6.83472,65.2881,-12621.5,-967.529,-3464.91,-190.181,106.681,2.23766e-06,0,0,0,0,0,0,205,300,0
11,0,12.8869,2.86744,61.626,-12987.7,-845.458,-3739.57,-191.281,89.2501,2.07154e-06,0,0,0,0,0,0,205,300,0
11,1,14.4128,5.00367,62.2363,-12987.7,-845.458,-3739.57,-191.415,91.3169,2.05122e-06,0,0,0,0,0,0,205,300,0
12,0,12.5818,5.91919,62.2363,-12072.1,253.175,-4105.78,-209.068,106.027,-6.14244e-07,0,0,0,0,0,0,205,300,0
12,1,12.8869,8.3606,64.0674,-13170.8,-1211.67,-3831.12,-186.088,94.4231,2.8557e-06,0,0,0,0,0,0,205,300,0
13,0,14.718,6.22437,62.2363,-13170.8,9.03388,-3831.12,-205.145,88.3748,-2.19177e-08,0,0,0,0,0,0,205,300,0
13,1,10.7507,5.30884,67.1191,-12621.5,-845.458,-3739.57,-192.404,111.954,1.902e-06,0,0,0,0,0,0,205,300,0
14,0,13.8025,6.83472,64.0674,-12255.2,-113.036,-3922.67,-203.236,108.713,2.66407e-07,0,0,0,0,0,0,205,300,0
14,1,15.9387,6.22437,69.5605,-13353.9,-845.458,-3831.12,-192.846,108.025,1.83525e-06,0,0,0,0,0,0,205,300,0
15,0,13.1921,7.1399,64.0674,-12621.5,-479.247,-3922.67,-197.52,102.997,1.1295e-06,0,0,0,0,0,0,205,300,0
15,1,14.718,6.52954,66.5088,-11156.6,-1455.81,-3648.01,-183.111,132.254,3.30515e-06,0,0,0,0,0,0,205,300,0
16,0,14.1077,6.52954,62.8467,-13537,-479.247,-3556.46,-197.374,84.603,1.15144e-06,0,0,0,0,0,0,205,300,0
16,1,14.718,6.83472,62.8467,-12255.2,-357.177,-3831.12,-199.317,104.998,8.58156e-07,0,0,0,0,0,0,205,300,0
17,0,14.4128,5.30884,66.5088,-13170.8,-479.247,-3739.57,-197.794,101.969,1.08804e-06,0,0,0,0,0,0,205,300,0
