-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
-9999,-9999
352,186
368,182
383,175
397,172
414,164
431,159
449,155
467,146
485,141
501,136
521,130
537,124
555,120
577,117
594,108
613,101
632,101
652,96
671,89
688,87
-9999,-9999
-9999,-9999
-9999,-9999
