"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.995993131E0,1.989999972E-2,4.270000011E-2,-8.301999569E-1,8.315354884E-1
3.005919694E0,-1.709000021E-1,5.810000002E-2,-1.215199947E0,1.228533000E0
3.015846256E0,-7.009999454E-2,2.510000020E-2,-9.132999778E-1,9.163301090E-1
3.025772819E0,4.519999772E-2,3.799999831E-3,-3.468999863E-1,3.498529409E-1
3.035697819E0,2.390999943E-1,-2.909999900E-2,5.370000005E-2,2.467778499E-1
3.045624381E0,2.417999953E-1,-1.450999975E-1,-6.309999526E-2,2.889686080E-1
3.055550944E0,-1.974999905E-1,-3.761999905E-1,-1.967999935E-1,4.682551831E-1
3.065477506E0,-2.630999982E-1,-1.728999913E-1,-2.294999957E-1,3.895975668E-1
3.075404069E0,-5.229999870E-2,1.621000022E-1,2.696999907E-1,3.189824221E-1
3.085330631E0,-6.870000064E-2,1.526999921E-1,9.993999600E-1,1.013329787E0
3.095257194E0,-2.091999948E-1,-7.915999889E-1,1.509400010E0,1.717173134E0
3.105183756E0,-5.130000040E-2,-1.173599958E0,1.546599984E0,1.942148311E0
3.115108756E0,2.100999951E-1,-8.134999871E-1,1.173799992E0,1.443513303E0
3.125035319E0,-2.609999850E-2,-6.123999953E-1,2.347999960E-1,6.563886062E-1
3.134961881E0,-1.758999974E-1,-3.039999902E-1,-1.178599954E0,1.229818952E0
3.144888444E0,-3.768000007E-1,-6.199999712E-3,-2.218899965E0,2.250674063E0
3.154813444E0,-3.139999807E-1,2.942999899E-1,-1.328499913E0,1.396467147E0
3.164740006E0,1.429999918E-1,4.960999787E-1,-5.317999721E-1,7.411986217E-1
3.174666569E0,1.580999941E-1,2.172999978E-1,7.119999528E-1,7.610248550E-1
3.184593131E0,3.343999982E-1,2.354999930E-1,9.661999941E-1,1.049202571E0
3.194519694E0,2.692999840E-1,2.184000015E-1,9.272999763E-1,9.900031758E-1
3.204446256E0,1.783999950E-1,1.656000018E-1,5.367999673E-1,5.894099793E-1
3.214372819E0,2.612999976E-1,2.667999864E-1,4.948999882E-1,6.199886449E-1
3.224297819E0,2.728999853E-1,3.316999972E-1,4.919999838E-1,6.531181165E-1
3.234224381E0,-8.879999816E-2,2.280999869E-1,1.779999882E-1,3.026533322E-1
3.244150944E0,-3.281999826E-1,2.621999979E-1,7.050000131E-2,4.259510743E-1
3.254077506E0,-3.082000017E-1,3.719999790E-1,3.790000081E-2,4.845695363E-1
3.264004069E0,-9.649999440E-2,3.251999915E-1,6.909999996E-2,3.461821679E-1
3.273930631E0,1.472000033E-1,2.149000019E-1,2.029999942E-1,3.302405932E-1
3.283855631E0,5.248999596E-1,1.542999893E-1,2.003999949E-1,5.826565130E-1
3.293782194E0,7.548999786E-1,3.579999879E-2,1.752000004E-1,7.757903440E-1
3.303708756E0,1.100199938E0,2.140999883E-1,3.390000015E-2,1.121350934E0
3.313635319E0,9.905999899E-1,3.269000053E-1,2.373999953E-1,1.069818074E0
3.323561881E0,5.719999671E-1,1.987999976E-1,5.199999809E-1,7.981888132E-1
3.333488444E0,3.749999776E-2,6.449999660E-2,1.321599960E0,1.323704255E0
3.343415006E0,4.629999772E-2,-1.334999949E-1,1.872599959E0,1.877923467E0
3.353340006E0,3.404999971E-1,-2.960000038E-1,2.156100035E0,2.202799040E0
3.363266569E0,4.325999916E-1,-4.481000006E-1,1.660499930E0,1.773470153E0
3.373193131E0,4.712999761E-1,-3.628999889E-1,8.937999606E-1,1.073637946E0
3.383119694E0,7.482999563E-1,-1.013999954E-1,4.193999767E-1,8.637888192E-1
3.393046256E0,5.751999617E-1,7.099999487E-2,-1.017999947E-1,5.884379611E-1
3.402972819E0,-2.969999984E-2,9.899999946E-2,-5.254999995E-1,5.355682397E-1
3.412897819E0,-4.955999851E-1,2.874999940E-1,-5.673999786E-1,8.063611645E-1
3.422824381E0,-5.809000134E-1,3.034999967E-1,-2.522999942E-1,7.022907950E-1
3.432750944E0,-2.721000016E-1,2.012999952E-1,1.383000016E-1,3.656323144E-1
3.442677506E0,-2.520000003E-2,7.869999856E-2,4.172999859E-1,4.254033474E-1
3.452604069E0,1.920000017E-1,1.739999950E-1,3.847000003E-1,4.638254943E-1
3.462530631E0,3.522000015E-1,2.673999965E-1,1.520999968E-1,4.676344814E-1
3.472457194E0,3.937000036E-1,2.929999828E-1,-1.077999994E-1,5.024634541E-1
3.482382194E0,4.608999789E-1,4.001999795E-1,-8.693000078E-1,1.062201166E0
3.492308756E0,5.859999731E-2,4.443999827E-1,-8.884999752E-1,9.951670765E-1
3.502235319E0,-4.790000021E-1,2.034000009E-1,-6.236999631E-1,8.122894844E-1
3.512161881E0,-5.054000020E-1,6.920000166E-2,-5.674999952E-1,7.630688349E-1
3.522088444E0,-6.019999832E-2,9.549999982E-2,-6.110999584E-1,6.214398192E-1
3.532015006E0,4.187999964E-1,2.829999849E-2,-9.894999862E-1,1.074850943E0
3.541941569E0,4.948999882E-1,-1.432999969E-1,-1.401799917E0,1.493487159E0
3.551866569E0,3.445999920E-1,-1.128999963E-1,-1.187299967E0,1.241441410E0
3.561793131E0,1.944999993E-1,-3.189999983E-2,-8.933999538E-1,9.148832369E-1
3.571719694E0,-8.649999648E-2,-3.240000084E-2,-7.708999515E-1,7.764140291E-1
3.581646256E0,-2.305999994E-1,-6.749999523E-2,-4.689999819E-1,5.269664051E-1
3.591572819E0,-3.398000002E-1,-1.659999937E-1,-4.247999787E-1,5.687486791E-1
3.601499381E0,-2.529999912E-1,-2.111999989E-1,-4.021999836E-1,5.199800591E-1
3.611424381E0,1.057999954E-1,-2.061999887E-1,-3.619999886E-1,4.298326024E-1
3.621350944E0,2.876999974E-1,-2.791000009E-1,-3.228999972E-1,5.147159481E-1
3.631277506E0,3.621000051E-1,-3.515000045E-1,-5.789999962E-1,7.680557678E-1
3.641204069E0,3.792999983E-1,-4.456000030E-1,-1.037799954E0,1.191409500E0
3.651130631E0,3.409000039E-1,-4.939000010E-1,-1.407299995E0,1.529916109E0
3.661057194E0,3.497999907E-1,-4.257999957E-1,-1.720499992E0,1.806595111E0
3.670983756E0,2.669999897E-1,-4.398999810E-1,-1.807599902E0,1.879419696E0
3.680908756E0,1.075999960E-1,-4.740999937E-1,-2.037699938E0,2.094891310E0
3.690835319E0,1.481000036E-1,-2.527999878E-1,-1.881799936E0,1.904471697E0
3.700761881E0,7.220000029E-2,-2.045999914E-1,-3.747999966E-1,4.330693178E-1
3.710688444E0,-2.219999880E-1,-4.244999886E-1,8.075999618E-1,9.389898472E-1
3.720615006E0,-5.658999681E-1,-4.502999783E-1,1.199199915E0,1.400390403E0
3.730541569E0,-7.425000072E-1,-7.782999873E-1,1.163100004E0,1.584253373E0
3.740468131E0,8.919999748E-2,-9.218999743E-1,5.810000002E-2,9.280257606E-1
3.750393131E0,3.411999941E-1,-8.443999887E-1,-1.098299980E0,1.426776655E0
3.760319694E0,3.431999981E-1,-5.092999935E-1,-1.425099969E0,1.551799808E0
3.770246256E0,2.903999984E-1,-3.813000023E-1,-1.226499915E0,1.316823410E0
3.780172819E0,3.712999821E-1,-6.455999613E-1,-7.882999778E-1,1.084472149E0
3.790099381E0,3.813999891E-1,-8.139999509E-1,-6.559000015E-1,1.112774318E0
3.800025944E0,3.674999774E-1,-7.908999920E-1,-3.932999969E-1,9.566942658E-1
3.809952506E0,1.255999953E-1,-8.197000027E-1,-4.834999740E-1,9.599248294E-1
3.819877506E0,7.319999486E-2,-8.102999926E-1,-8.844999671E-1,1.201783886E0
3.829804069E0,1.460999995E-1,-7.723000050E-1,-9.501999617E-1,1.233155495E0
3.839730631E0,2.138999999E-1,-7.597000003E-1,-1.633000016E0,1.813721686E0
3.849657194E0,6.879999489E-2,-7.400000095E-1,-1.888999939E0,2.029939463E0
3.859583756E0,-1.105000004E-1,-8.069999814E-1,-1.672699928E0,1.860479581E0
3.869510319E0,-2.009999938E-2,-7.504999638E-1,-1.360399961E0,1.553815388E0
3.879436881E0,2.659999952E-2,-5.803999901E-1,-3.404999971E-1,6.734329636E-1
3.889361881E0,2.545999885E-1,-3.112999797E-1,8.069999516E-2,4.101723061E-1
3.899288444E0,3.114999831E-1,-2.996000051E-1,-6.243000031E-1,7.593042186E-1
3.909215006E0,-4.439999908E-2,-5.679000020E-1,-7.533999681E-1,9.445069000E-1
3.919141569E0,-4.070999920E-1,-3.655999899E-1,-9.092999697E-1,1.061235219E0
3.929068131E0,-6.883999705E-1,-1.931999922E-1,-4.359999895E-1,8.374465638E-1
3.938993131E0,-5.460000038E-1,-1.823000014E-1,3.105999827E-1,6.540807626E-1
3.948919694E0,-4.043999910E-1,-2.462999970E-1,3.880999982E-1,6.122292462E-1
3.958846256E0,-2.518999875E-1,-2.407999933E-1,1.049999967E-1,3.639549969E-1
3.968772819E0,-1.559000015E-1,-7.799999788E-3,-1.984999925E-1,2.525230633E-1
3.978699381E0,-2.563000023E-1,1.405999959E-1,-4.849999845E-1,5.662888265E-1
3.988625944E0,-3.959999979E-1,1.401000023E-1,-5.139999986E-1,6.638072066E-1
3.998552506E0,-3.188000023E-1,2.134999931E-1,-1.846999973E-1,4.258283428E-1
4.008477506E0,-9.719999880E-2,3.554999828E-1,5.476999879E-1,6.601540383E-1
4.018404069E0,-4.120000079E-2,4.617999792E-1,1.151600003E0,1.241426288E0
4.028330631E0,-5.359999835E-2,5.579999685E-1,2.012899876E0,2.089498225E0
4.038257194E0,-1.978999972E-1,6.875000000E-1,2.450799942E0,2.553084608E0
4.048183756E0,-1.974999905E-1,8.833999634E-1,2.754699945E0,2.899616101E0
4.058110319E0,-2.090999931E-1,9.285999537E-1,3.287999868E0,3.423005086E0
4.068036881E0,1.202999949E-1,1.032400012E0,3.555199862E0,3.704020509E0
4.077961881E0,4.097999930E-1,1.223399997E0,3.322700024E0,3.564404443E0
4.087888444E0,4.908999801E-1,1.551199913E0,2.901099920E0,3.326196733E0
4.097815006E0,3.735999763E-1,1.907099962E0,2.351500034E0,3.050599879E0
4.107741569E0,2.390999943E-1,2.211400032E0,2.127799988E0,3.078147446E0
4.117668131E0,2.910999954E-1,2.654700041E0,2.530400038E0,3.679007457E0
4.127594694E0,2.732999921E-1,3.266399860E0,3.236599922E0,4.606478046E0
4.137521256E0,1.008999944E-1,3.902999878E0,3.798799992E0,5.447427855E0
4.147446256E0,4.900000058E-3,4.413499832E0,4.310100079E0,6.168951894E0
4.157372819E0,2.124999911E-1,5.269099712E0,4.817299843E0,7.142474767E0
4.167299381E0,6.347000003E-1,5.989399910E0,5.192599773E0,7.952285695E0
4.177225944E0,1.049999952E0,7.012599945E0,5.880599976E0,9.211976659E0
4.187152506E0,1.110700011E0,8.861899376E0,7.183099747E0,1.146140642E1
4.197079069E0,8.671999574E-1,1.091639996E1,8.496500015E0,1.386038731E1
4.207004069E0,9.050999880E-1,1.357870007E1,9.673500061E0,1.669661358E1
4.216930631E0,1.121999979E0,1.634160042E1,1.097749996E1,1.971832380E1
4.226857194E0,1.648599982E0,1.949499893E1,1.293209934E1,2.345233589E1
4.236783756E0,1.650799990E0,2.200569916E1,1.556139946E1,2.700246450E1
4.246710319E0,1.336399913E0,2.483819962E1,1.845820045E1,3.097462331E1
4.256635319E0,-1.171999931E0,2.658659935E1,2.008449936E1,3.334078528E1
4.266563444E0,-5.315299988E0,2.662069893E1,2.206859970E1,3.498481268E1
4.276488444E0,-9.454500198E0,2.402249908E1,2.385689926E1,3.515138231E1
4.286415006E0,-1.133290005E1,1.945279884E1,2.573939896E1,3.419594515E1
4.296341569E0,-1.117070007E1,1.379249954E1,2.636189842E1,3.177998226E1
4.306268131E0,-1.024660015E1,8.401899338E0,2.628189850E1,2.943336399E1
4.316194694E0,-6.272099972E0,3.272099972E0,2.713389969E1,2.804094129E1
4.326119694E0,-3.312599897E0,-2.143800020E0,2.513969994E1,2.544746961E1
4.336046256E0,-1.623199940E0,-6.025499821E0,1.540259933E1,1.661870911E1
4.345972819E0,-1.481999993E0,-9.116700172E0,3.370800018E0,9.832234679E0
4.355899381E0,-1.200999975E0,-1.212609959E1,-7.608799934E0,1.436588071E1
4.365825944E0,-9.589999914E-1,-1.201649952E1,-5.123699665E0,1.309840601E1
4.375752506E0,-1.280799985E0,-1.212599945E1,-3.581399918E0,1.270853007E1
4.385679069E0,-1.508700013E0,-1.222489929E1,-3.074499846E0,1.269554598E1
4.395605631E0,-1.821099997E0,-1.228230000E1,-2.525399923E0,1.267079094E1
4.405530631E0,-2.095900059E0,-1.228800011E1,-2.021699905E0,1.262834170E1
4.415457194E0,-2.421999931E0,-1.221350002E1,-1.511899948E0,1.254278709E1
4.425383756E0,-2.740000010E0,-1.211959934E1,-1.099699974E0,1.247403817E1
4.435310319E0,-3.090399981E0,-1.195029926E1,-6.872000098E-1,1.236254296E1
4.445235319E0,-3.418900013E0,-1.171109962E1,-3.808999956E-1,1.220589270E1
4.455161881E0,-3.744699955E0,-1.145829964E1,-1.296000034E-1,1.205538073E1
4.465090006E0,-4.070300102E0,-1.115689945E1,4.529999942E-2,1.187627048E1
4.475015006E0,-4.441400051E0,-1.075589943E1,1.904999912E-1,1.163837176E1
4.484941569E0,-4.742300034E0,-1.039890003E1,2.312999964E-1,1.143153669E1
4.494868131E0,-5.065499783E0,-9.945399284E0,2.419999987E-1,1.116372783E1
4.504793131E0,-5.382199764E0,-9.453000069E0,1.739999950E-1,1.087922610E1
4.514719694E0,-5.705499649E0,-8.924599648E0,1.659999974E-2,1.059252003E1
4.524646256E0,-6.041100025E0,-8.334599495E0,-2.113000005E-1,1.029587713E1
4.534572819E0,-6.246299744E0,-7.811399937E0,-4.386999905E-1,1.001132794E1
4.544499381E0,-6.463999748E0,-7.170099735E0,-8.193999529E-1,9.688397145E0
4.554425944E0,-6.633299828E0,-6.588599682E0,-1.184700012E0,9.424108790E0
4.564352506E0,-6.762199879E0,-5.887899876E0,-1.646399975E0,9.116213305E0
4.574277506E0,-6.829599857E0,-5.240799904E0,-2.137399912E0,8.870056157E0
4.584204069E0,-6.850100040E0,-4.621399879E0,-2.609799862E0,8.665579192E0
4.594130631E0,-6.804899693E0,-3.969099998E0,-3.158299923E0,8.487359603E0
4.604057194E0,-6.699499607E0,-3.246099949E0,-3.776499987E0,8.347599177E0
4.613983756E0,-6.571099758E0,-2.633499861E0,-4.244699955E0,8.254220209E0
4.623910319E0,-6.302199841E0,-1.925099969E0,-4.853300095E0,8.184024348E0
4.633835319E0,-6.024699688E0,-1.255900025E0,-5.373199940E0,8.169796129E0
4.643761881E0,-5.724099636E0,-6.546999812E-1,-5.801599979E0,8.176338486E0
4.653688444E0,-5.272799969E0,2.669999935E-2,-6.291299820E0,8.208750564E0
4.663615006E0,-4.895099640E0,5.898000002E-1,-6.642699718E0,8.272564540E0
4.673541569E0,-4.428800106E0,1.173099995E0,-6.975800037E0,8.345790564E0
4.683468131E0,-3.847699881E0,1.809099913E0,-7.257299900E0,8.411066443E0
4.693394694E0,-3.361299992E0,2.296000004E0,-7.458699703E0,8.497185117E0
4.703319694E0,-2.798599958E0,2.812700033E0,-7.578599930E0,8.554450310E0
4.713246256E0,-2.220299959E0,3.321699858E0,-7.622499943E0,8.606156356E0
4.723172819E0,-1.473599911E0,3.872099876E0,-7.588199615E0,8.645543797E0
4.733099381E0,-9.957999587E-1,4.213599682E0,-7.505099773E0,8.664442420E0
4.743025944E0,-3.382999897E-1,4.654200077E0,-7.303899765E0,8.667351211E0
4.752952506E0,1.899999976E-1,4.972799778E0,-7.085199833E0,8.658226972E0
4.762877506E0,9.086999893E-1,5.369100094E0,-6.713299751E0,8.644152072E0
4.772804069E0,1.347199917E0,5.581999779E0,-6.408099651E0,8.604499421E0
4.782730631E0,1.877099991E0,5.788300037E0,-5.989599705E0,8.538338616E0
4.792657194E0,2.486699820E0,6.015799999E0,-5.484999657E0,8.512270370E0
4.802583756E0,2.934099913E0,6.144799709E0,-5.017899990E0,8.458535693E0
4.812510319E0,3.416399956E0,6.252699852E0,-4.477799892E0,8.415386858E0
4.822436881E0,3.926800013E0,6.323699951E0,-3.852899790E0,8.381752573E0
4.832361881E0,4.367700100E0,6.322799683E0,-3.293799877E0,8.360844313E0
4.842288444E0,4.760099888E0,6.273699760E0,-2.683199883E0,8.319700790E0
4.852215006E0,5.174099922E0,6.175799847E0,-2.096799850E0,8.325165666E0
4.862141569E0,5.495899677E0,6.049200058E0,-1.561999917E0,8.320912110E0
4.872068131E0,5.897399902E0,5.834499836E0,-9.242999554E-1,8.347157861E0
4.881994694E0,6.218299866E0,5.621099949E0,-4.080999792E-1,8.392291907E0
4.891921256E0,6.534699917E0,5.346199989E0,1.476999968E-1,8.444286389E0
4.901846256E0,6.843999863E0,5.025599957E0,6.796000004E-1,8.518147991E0
4.911772819E0,7.157799721E0,4.671000004E0,1.182600021E0,8.628492376E0
4.921699381E0,7.490999699E0,4.209599972E0,1.745499969E0,8.768271126E0
4.931625944E0,7.736099720E0,3.817899942E0,2.106799841E0,8.880439427E0
4.941552506E0,8.037099838E0,3.319099903E0,2.526499987E0,9.055086977E0
4.951477506E0,8.321199417E0,2.816999912E0,2.880499840E0,9.245275960E0
4.961405631E0,8.565099716E0,2.273699999E0,3.187599897E0,9.417613176E0
4.971330631E0,8.786999702E0,1.775200009E0,3.411799908E0,9.591823469E0
4.981257194E0,9.009399414E0,1.230399966E0,3.622900009E0,9.788185039E0
4.991183756E0,9.228499413E0,6.341999769E-1,3.792299986E0,9.997447184E0
5.001110319E0,9.468999863E0,-2.919999883E-2,3.897699833E0,1.023986694E1
5.011036881E0,9.650599480E0,-5.788999796E-1,3.943899870E0,1.044143389E1
5.020963444E0,9.821399689E0,-1.188399911E0,3.944199800E0,1.065030038E1
5.030888444E0,9.982999802E0,-1.876299977E0,3.884399891E0,1.087517122E1
5.040815006E0,1.012069988E1,-2.423699856E0,3.788100004E0,1.107486292E1
5.050741569E0,1.024629974E1,-3.022199869E0,3.630999804E0,1.128293003E1
5.060668131E0,1.031699944E1,-3.645499945E0,3.422899961E0,1.146500725E1
5.070594694E0,1.039960003E1,-4.369899750E0,3.111099958E0,1.170156603E1
5.080521256E0,1.040819931E1,-4.872299671E0,2.844799995E0,1.183903729E1
5.090447819E0,1.042980003E1,-5.372999668E0,2.523699999E0,1.200078813E1
5.100372819E0,1.037479973E1,-5.924499989E0,2.170300007E0,1.214274976E1
5.110299381E0,1.028919983E1,-6.488100052E0,1.690299988E0,1.228088716E1
5.120225944E0,1.019399929E1,-6.962999821E0,1.248799920E0,1.240808161E1
5.130152506E0,1.006969929E1,-7.354899883E0,8.675999641E-1,1.249984503E1
5.140079069E0,9.879599571E0,-7.843599796E0,3.163999915E-1,1.261858369E1
5.150005631E0,9.716400146E0,-8.183799744E0,-1.316999942E-1,1.270434394E1
5.159932194E0,1.482069969E1,4.140869904E1,2.597499847E1,5.107870438E1
5.169857194E0,-4.931659698E1,3.878789902E1,2.473789978E1,6.744324676E1
5.179783756E0,-2.940719986E1,4.106859970E1,-6.283589935E1,8.062111096E1
5.189710319E0,-4.260689926E1,1.149300003E1,-5.414369965E1,6.984967520E1
5.199636881E0,-7.820699692E0,-5.840199947E0,8.423299789E0,1.289275992E1
5.209563444E0,-5.455499649E0,-7.699399948E0,1.155770016E1,1.492057871E1
5.219490006E0,2.617100000E0,1.092910004E1,4.562129974E1,4.698507668E1
5.229416569E0,5.098000169E-1,6.019000053E0,2.139749908E1,2.223378566E1
5.239341569E0,-1.179539967E1,9.078899384E0,4.272900105E0,1.548597890E1
5.249268131E0,-1.256369972E1,4.698299885E0,1.783899903E0,1.353155096E1
5.259194694E0,-1.526979923E1,3.805499792E0,-1.374199986E0,1.579674089E1
5.269121256E0,-1.484689999E1,5.158799648E0,-3.911999941E0,1.619714162E1
5.279046256E0,-1.226289940E1,4.739299774E0,4.998999834E-1,1.315635071E1
5.288974381E0,-1.076869965E1,4.521699905E0,1.964800000E0,1.184361014E1
5.298900944E0,-8.254300117E0,4.285599709E0,1.618399978E0,9.440288861E0
5.308825944E0,-6.541399956E0,3.589999914E0,1.677500010E0,7.648007521E0
5.318750944E0,-5.231699944E0,2.733899832E0,2.957000017E0,6.602177042E0
5.328679069E0,-2.116099834E0,2.141700029E0,1.843599916E0,3.530384989E0
5.338605631E0,-1.089499950E0,6.140999794E-1,4.366999865E-1,1.324702157E0
5.348532194E0,-3.129400015E0,-1.965999901E-1,1.045099974E0,3.305152033E0
5.358457194E0,-2.988799810E0,-1.877399921E0,-2.812500000E0,4.513060051E0
5.368383756E0,-5.940700054E0,-3.983999968E0,-3.485800028E0,7.957070737E0
5.378310319E0,-4.265999794E-1,-8.547999859E-1,-2.923799992E0,3.075918879E0
5.388236881E0,2.320400000E0,1.121899962E0,-2.850800037E0,3.843172718E0
5.398163444E0,3.249099970E0,2.746099949E0,-9.409999847E-1,4.356971025E0
5.408090006E0,2.750299931E0,2.901299953E0,1.180999994E0,4.168507181E0
5.418016569E0,1.022799969E0,-2.052000016E-1,5.524099827E0,5.621735116E0
5.427941569E0,5.478999615E-1,-6.755999923E-1,4.673799992E0,4.754054699E0
5.437868131E0,1.802199960E0,4.623999894E-1,2.376699924E0,3.018350705E0
5.447794694E0,1.211999953E-1,-7.545999885E-1,7.350999713E-1,1.060416215E0
5.457721256E0,-1.935499907E0,-1.263899922E0,-6.179000139E-1,2.392781505E0
5.467647819E0,-3.331999779E-1,-7.371999621E-1,-1.930699944E0,2.093343805E0
5.477574381E0,3.630000055E-1,-6.687999964E-1,-6.380000114E-1,9.930289290E-1
5.487500944E0,7.089999914E-1,-1.288800001E0,1.107100010E0,1.841020604E0
5.497425944E0,1.038999915E0,-1.510299921E0,2.504199982E0,3.103472929E0
5.507352506E0,1.128799915E0,-1.616099954E0,3.418900013E0,3.946497892E0
5.517279069E0,9.649999738E-1,-1.614399910E0,2.850699902E0,3.415260158E0
5.527205631E0,2.113000005E-1,-1.776999950E0,1.887099981E0,2.600677384E0
5.537132194E0,-5.661999583E-1,-1.946299911E0,1.549699903E0,2.551516318E0
5.547057194E0,-8.348999619E-1,-1.878799915E0,1.166599989E0,2.363874490E0
5.556983756E0,-1.097899914E0,-1.742100000E0,1.141099930E0,2.354231442E0
5.566910319E0,-7.206999660E-1,-1.515900016E0,1.242200017E0,2.088162393E0
5.576836881E0,-1.939999908E-1,-1.403399944E0,1.263099909E0,1.898048677E0
5.586763444E0,-1.008999944E-1,-1.369899988E0,1.356899977E0,1.930798885E0
5.596690006E0,-1.710999906E-1,-1.425999999E0,1.098099947E0,1.807919992E0
5.606616569E0,-4.764999747E-1,-1.631699920E0,6.563999653E-1,1.822184889E0
5.616541569E0,-3.461999893E-1,-1.439099908E0,4.961999953E-1,1.561114158E0
5.626468131E0,2.416999936E-1,-1.417500019E0,3.084000051E-1,1.470658272E0
5.636394694E0,4.138999879E-1,-1.534899950E0,4.971999824E-1,1.665664696E0
5.646321256E0,3.524000049E-1,-1.470999956E0,9.672999978E-1,1.795465377E0
5.656247819E0,4.343999922E-1,-1.866699934E0,-2.309999987E-2,1.916717404E0
5.666172819E0,-8.940000087E-2,-1.190400004E0,1.151700020E0,1.658751780E0
5.676099381E0,2.243999988E-1,-9.631999731E-1,1.615499973E0,1.894188404E0
5.686025944E0,5.489999652E-1,-1.371099949E0,1.026099920E0,1.798387355E0
5.695952506E0,7.114999890E-1,-1.069700003E0,8.950999975E-1,1.565788726E0
5.705879069E0,2.100999951E-1,-9.437999725E-1,7.466999888E-1,1.221663321E0
5.715805631E0,-4.330999851E-1,-1.032199979E0,4.053999782E-1,1.190529939E0
5.725732194E0,-7.881000042E-1,-9.599999785E-1,-2.435999960E-1,1.265718189E0
5.735657194E0,-1.249400020E0,-1.086199999E0,2.433999926E-1,1.673342285E0
5.745583756E0,-1.204399943E0,-1.036499977E0,6.769999862E-1,1.727205954E0
5.755516569E0,-9.496999979E-1,-9.904999733E-1,6.636999846E-1,1.524309008E0
5.765436881E0,-5.663999915E-1,-8.858999610E-1,7.242000103E-1,1.276751090E0
5.775363444E0,-3.035999835E-1,-8.403999805E-1,3.113999963E-1,9.462637238E-1
5.785290006E0,-6.769999862E-2,-6.006999612E-1,-6.103000045E-1,8.590051389E-1
5.795215006E0,8.699999750E-2,-3.876999915E-1,-1.205799937E0,1.269580156E0
5.805141569E0,2.542999983E-1,-4.545999765E-1,-1.272099972E0,1.374615570E0
5.815068131E0,1.921999902E-1,-5.514999628E-1,-1.309399962E0,1.433743808E0
5.824994694E0,-1.352999955E-1,-6.351000071E-1,-7.987999916E-1,1.029436513E0
5.834921256E0,-2.619000077E-1,-7.394999862E-1,-5.590999722E-1,9.633507267E-1
5.844847819E0,-7.400999665E-1,-1.026600003E0,-7.516999841E-1,1.471974318E0
5.854774381E0,-7.615000010E-1,-9.163999557E-1,-8.855999708E-1,1.484573487E0
5.864699381E0,-6.407999992E-1,-7.899999619E-1,-1.144699931E0,1.531359694E0
5.874625944E0,-3.626999855E-1,-7.538999915E-1,-8.903999925E-1,1.221772738E0
5.884552506E0,-1.879999936E-1,-6.653999686E-1,-1.620000042E-2,6.916383129E-1
5.894479069E0,1.923999935E-1,-5.654999614E-1,2.888000011E-1,6.634857983E-1
5.904405631E0,4.214999974E-1,-5.462999940E-1,1.241899967E0,1.420711603E0
5.914330631E0,8.054999709E-1,1.289999932E-1,2.531199932E0,2.659406757E0
5.924257194E0,1.185099959E0,2.449999899E-1,1.976399899E0,2.317464879E0
5.934183756E0,1.214699984E0,2.230999917E-1,1.448300004E0,1.903376620E0
5.944110319E0,1.033699989E0,4.819999933E-1,5.518000126E-1,1.267021277E0
5.954036881E0,9.656999707E-1,6.065999866E-1,-3.080999851E-1,1.181298260E0
5.963963444E0,9.125999808E-1,5.845000148E-1,-7.680000067E-1,1.328270681E0
5.973890006E0,9.297999740E-1,5.959999561E-1,-7.385999560E-1,1.328636080E0
5.983815006E0,8.017999530E-1,6.207000017E-1,-4.132999778E-1,1.094974214E0
5.993741569E0,7.001000047E-1,6.401000023E-1,-5.515999794E-1,1.097328833E0
6.003668131E0,5.637999773E-1,4.684999883E-1,-6.642000079E-1,9.892038738E-1
6.013594694E0,7.148999572E-1,4.482999742E-1,-6.728999615E-1,1.079281786E0
6.023521256E0,3.449999988E-1,2.979999781E-1,-1.035300016E0,1.131227258E0
6.033447819E0,2.719999850E-1,2.692999840E-1,-1.269099951E0,1.325564468E0
6.043374381E0,2.155999988E-1,1.876999885E-1,-1.124499917E0,1.160264930E0
6.053299381E0,-2.285599947E0,-6.112999916E-1,1.074999943E-1,2.368377302E0
6.063225944E0,7.329999655E-2,1.164099932E0,1.564399958E0,1.951370997E0
6.073152506E0,1.424499989E0,4.481000006E-1,8.027999997E-1,1.695429641E0
6.083079069E0,1.579199910E0,-4.109999910E-2,7.525999546E-1,1.749848067E0
6.093005631E0,9.627999663E-1,-1.941999942E-1,1.453099966E0,1.753909041E0
6.102932194E0,5.023999810E-1,-2.563000023E-1,1.775299907E0,1.862735942E0
6.112857194E0,1.057999954E-1,-4.143999815E-1,1.269599915E0,1.339703298E0
6.122783756E0,2.899999963E-3,-2.742999792E-1,6.548999548E-1,7.100301679E-1
6.132710319E0,3.014000058E-1,1.096999943E-1,1.489999983E-2,3.210888697E-1
6.142636881E0,8.158999681E-1,4.144999981E-1,-7.286999822E-1,1.169831898E0
6.152563444E0,1.259199977E0,6.237999797E-1,-1.334599972E0,1.938006213E0
6.162488444E0,3.023699999E0,7.040999532E-1,-9.038999677E-1,3.233504844E0
6.172416569E0,2.542899847E0,-7.102000117E-1,3.125200033E0,4.091161074E0
6.182341569E0,3.938999772E-1,-4.963999987E-1,3.037400007E0,3.102800180E0
